raw_token_id	raw_token	frequency	nfc_search_key	casefold_search_key	unicode_char_length	semantic_status	interpretive_status
R000828	dev,	1	dev,	dev,	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000829	deva	1	deva	deva	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000830	devir	1	devir	devir	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000831	devleti	1	devleti	devleti	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000832	devletin	1	devletin	devletin	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000833	dewe	1	dewe	dewe	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000834	dewlemendbfına	1	dewlemendbfına	dewlemendbfına	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000835	dewlet	1	dewlet	dewlet	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000836	dewleta	1	dewleta	dewleta	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000837	dewlete	1	dewlete	dewlete	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000838	dewre	1	dewre	dewre	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000839	dewwar	1	dewwar	dewwar	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000840	deydi.	1	deydi.	deydi.	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000841	değer,	1	değer,	değer,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000842	değeri	1	değeri	değeri	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000843	değerini	1	değerini	değerini	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000844	değeriyle	1	değeriyle	değeriyle	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000845	değerli	3	değerli	değerli	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000846	değil,	3	değil,	değil,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000847	değildir.	2	değildir.	değildir.	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000848	değilsin,	1	değilsin,	değilsin,	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000849	değiştirmedik,	1	değiştirmedik,	değiştirmedik,	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000850	dft	1	dft	dft	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000851	Dfıre	1	Dfıre	dfıre	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000852	di	1	di	di	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000853	di,	1	di,	di,	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000854	di-	1	di-	di-	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000855	dikenlerden	1	dikenlerden	dikenlerden	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000856	dil	1	dil	dil	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000857	dilediğimiz	1	dilediğimiz	dilediğimiz	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000858	dilediğini	1	dilediğini	dilediğini	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000859	dileksizsin.	1	dileksizsin.	dileksizsin.	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000860	dileştirmiştir.	1	dileştirmiştir.	dileştirmiştir.	15	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000861	Dilherleri	1	Dilherleri	dilherleri	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000862	dili	2	dili	dili	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000863	Dilimizle	1	Dilimizle	dilimizle	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000864	dilin	1	dilin	dilin	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000865	dilinde	1	dilinde	dilinde	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000866	diliyle,	2	diliyle,	diliyle,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000867	dille	1	dille	dille	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000868	Din	1	Din	din	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000869	din	4	din	din	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000870	din,	1	din,	din,	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000871	din-ı	1	din-ı	din-ı	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000872	dine	3	dine	dine	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000873	dine,	1	dine,	dine,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000874	Dini	1	Dini	dini	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000875	dini	1	dini	dini	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000876	dininden	2	dininden	dininden	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000877	Dinini	1	Dinini	dinini	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000878	dinleri	1	dinleri	dinleri	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000879	ditın»;	1	ditın»;	ditın»;	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000880	diyari	1	diyari	diyari	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000881	diyari:	1	diyari:	diyari:	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000882	diye,	1	diye,	diye,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000883	diyen	1	diyen	diyen	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000884	diyeyim;	1	diyeyim;	diyeyim;	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000885	Dizisi	1	Dizisi	dizisi	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000886	di­	1	di­	di­	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000887	diğer	1	diğer	diğer	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000888	diğiniz	1	diğiniz	diğiniz	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000889	dm	4	dm	dm	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000890	dmyayeda	1	dmyayeda	dmyayeda	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000891	dokuz	2	dokuz	dokuz	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000892	dolaşan	1	dolaşan	dolaşan	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000893	dolduran	1	dolduran	dolduran	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000894	Doldurdu	1	Doldurdu	doldurdu	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000895	Dolu	1	Dolu	dolu	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000896	dolu,	1	dolu,	dolu,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000897	dora	1	dora	dora	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000898	doyulmaz	1	doyulmaz	doyulmaz	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000899	Dozex	1	Dozex	dozex	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000900	doğmaktadır	1	doğmaktadır	doğmaktadır	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000901	Doğmuş	1	Doğmuş	doğmuş	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000902	Doğru	1	Doğru	doğru	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000903	doğru	3	doğru	doğru	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000904	doğruldu	1	doğruldu	doğruldu	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000905	doğruluk	1	doğruluk	doğruluk	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000906	doğruluğu,	1	doğruluğu,	doğruluğu,	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000907	Doğruluğuyla	1	Doğruluğuyla	doğruluğuyla	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000908	doğrusu	1	doğrusu	doğrusu	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000909	doğruyu	1	doğruyu	doğruyu	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000910	Doğu	1	Doğu	doğu	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000911	Doğubayezit'de	1	Doğubayezit'de	doğubayezit'de	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000912	Doğubayezit'te	1	Doğubayezit'te	doğubayezit'te	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000913	Doğulu	1	Doğulu	doğulu	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000914	doğurgan	1	doğurgan	doğurgan	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000915	doğuş	2	doğuş	doğuş	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000916	Du	1	Du	du	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000917	du	8	du	du	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000918	Dudağı	1	Dudağı	dudağı	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000919	duk.	1	duk.	duk.	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000920	dur	1	dur	dur	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000921	durdu,	1	durdu,	durdu,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000922	dure,	1	dure,	dure,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000923	durmamıştır.	1	durmamıştır.	durmamıştır.	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000924	durre	1	durre	durre	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000925	Durred-ı	1	Durred-ı	durred-ı	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000926	duru	1	duru	duru	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000927	durumlar,	1	durumlar,	durumlar,	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000928	durur,	1	durur,	durur,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000929	durutiye	1	durutiye	durutiye	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000930	duru­	1	duru­	duru­	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000931	dused	1	dused	dused	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000932	duta	1	duta	duta	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000933	duyarlarsa,	1	duyarlarsa,	duyarlarsa,	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000934	dökmüş,	1	dökmüş,	dökmüş,	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000935	döktüren	1	döktüren	döktüren	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000936	dökülen	1	dökülen	dökülen	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000937	döndüren.	1	döndüren.	döndüren.	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000938	dönecektir.	1	dönecektir.	dönecektir.	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000939	dönen.	1	dönen.	dönen.	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000940	Dönüp	1	Dönüp	dönüp	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000941	dört	1	dört	dört	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000942	dünya	2	dünya	dünya	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000943	Dünyalı	1	Dünyalı	dünyalı	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000944	dünyanın	1	dünyanın	dünyanın	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000945	dünyaya	1	dünyaya	dünyaya	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000946	dünyayı	1	dünyayı	dünyayı	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000947	dünyayı,	1	dünyayı,	dünyayı,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000948	dür	1	dür	dür	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000949	düzen	1	düzen	düzen	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000950	düzene	2	düzene	düzene	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000951	Düzenledin	1	Düzenledin	düzenledin	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000952	düşerse	1	düşerse	düşerse	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000953	düşmezili	1	düşmezili	düşmezili	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000954	düştüler.	1	düştüler.	düştüler.	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000955	düşüktür	1	düşüktür	düşüktür	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000956	düşüncesinde	1	düşüncesinde	düşüncesinde	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000957	Dı	8	Dı	dı	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000958	dı	116	dı	dı	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000959	dıgel	6	dıgel	dıgel	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000960	dıgel,	2	dıgel,	dıgel,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000961	dıje	2	dıje	dıje	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000962	dıl	2	dıl	dıl	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000963	dılda	1	dılda	dılda	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000964	dıldar	1	dıldar	dıldar	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000965	dıle	1	dıle	dıle	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000966	dıled-ı	1	dıled-ı	dıled-ı	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000967	dılkeş!	1	dılkeş!	dılkeş!	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000968	dılreş,	1	dılreş,	dılreş,	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000969	dım,	1	dım,	dım,	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000970	dın.	1	dın.	dın.	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000971	Dıne	1	Dıne	dıne	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000972	Dıne,	1	Dıne,	dıne,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000973	dıne.	1	dıne.	dıne.	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000974	dıneçla	1	dıneçla	dıneçla	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000975	dınyaye	1	dınyaye	dınyaye	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000976	dırlıbandiye	1	dırlıbandiye	dırlıbandiye	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000977	e	13	e	e	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000978	e'.vwel	1	e'.vwel	e'.vwel	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000979	E-edidın	1	E-edidın	e-edidın	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000980	Ebedi	1	Ebedi	ebedi	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000981	ebediyyen	1	ebediyyen	ebediyyen	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000982	ebe­	1	ebe­	ebe­	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000983	Ebubekir	1	Ebubekir	ebubekir	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000984	eceb	2	eceb	eceb	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000985	Ecem	1	Ecem	ecem	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000986	Ecem,	1	Ecem,	ecem,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000987	ecıbinım.	1	ecıbinım.	ecıbinım.	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000988	eda	1	eda	eda	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000989	edebi	2	edebi	edebi	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000990	edebiyat	2	edebiyat	edebiyat	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000991	edebiyatma	2	edebiyatma	edebiyatma	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000992	edebiyatının	1	edebiyatının	edebiyatının	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000993	edem	1	edem	edem	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000994	eden	3	eden	eden	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000995	edenler	1	edenler	edenler	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000996	edensin.	1	edensin.	edensin.	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000997	edilen	1	edilen	edilen	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000998	edilir.	1	edilir.	edilir.	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000999	edilsin,	1	edilsin,	edilsin,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001000	edinilen	1	edinilen	edinilen	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001001	edinilenler	1	edinilenler	edinilenler	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001002	edinmişsin.	1	edinmişsin.	edinmişsin.	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001003	ediyor.	4	ediyor.	ediyor.	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001004	ediyor:	1	ediyor:	ediyor:	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001005	ediyordu:	1	ediyordu:	ediyordu:	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001006	efendileştirirsin.	1	efendileştirirsin.	efendileştirirsin.	18	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001007	EFW8	1	EFW8	efw8	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001008	Eger	1	Eger	eger	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001009	eger	3	eger	eger	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001010	EHMEDE	2	EHMEDE	ehmede	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001011	Ehmede	2	Ehmede	ehmede	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001012	Ehmed»	1	Ehmed»	ehmed»	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001013	EHMEDÊ	1	EHMEDÊ	ehmedê	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001014	Ehsente	1	Ehsente	ehsente	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001015	ehwal	1	ehwal	ehwal	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001016	ek	2	ek	ek	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001017	ekledik	1	ekledik	ekledik	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001018	eklemedik	1	eklemedik	eklemedik	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001019	ekrune	1	ekrune	ekrune	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001020	ekse,	1	ekse,	ekse,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001021	ekser	1	ekser	ekser	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001022	eksik	2	eksik	eksik	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001023	eksune	1	eksune	eksune	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001024	elbet	1	elbet	elbet	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001025	elbet,	1	elbet,	elbet,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001026	elbet.	1	elbet.	elbet.	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001027	Elbette	1	Elbette	elbette	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001028	elem	1	elem	elem	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001029	elem,	1	elem,	elem,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001030	eleştirenler	1	eleştirenler	eleştirenler	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001031	elheq	1	elheq	elheq	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001032	elheq!	1	elheq!	elheq!	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001033	Eli	1	Eli	eli	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001034	Elialı	1	Elialı	elialı	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001035	elil	1	elil	elil	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001036	elimizde,	1	elimizde,	elimizde,	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001037	Elinde	1	Elinde	elinde	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001038	elinden	1	elinden	elinden	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001039	elini	1	elini	elini	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001040	Ellah	2	Ellah	ellah	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001041	elle	1	elle	elle	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001042	elli	1	elli	elli	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001043	elliane	1	elliane	elliane	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001044	Elmani	1	Elmani	elmani	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001045	Elqisse:	4	Elqisse:	elqisse:	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001046	Em	3	Em	em	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001047	em	8	em	em	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001048	emanete	1	emanete	emanete	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001049	emaneti	1	emaneti	emaneti	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001050	emanetini	1	emanetini	emanetini	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001051	Emced	1	Emced	emced	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001052	emilde	1	emilde	emilde	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001053	emir,	1	emir,	emir,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001054	Emma	4	Emma	emma	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001055	emmar	1	emmar	emmar	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001056	Emre	1	Emre	emre	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001057	emre	4	emre	emre	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001058	emrin	2	emrin	emrin	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R001059	Emrine	1	Emrine	emrine	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
